instance family sat glasgowdegreenorestartsnonogoodsinduced glasgowbiasedinduced pathladinduced vf2induced vf3induced riinduced
si2_r01_m600.09 7 1 118034 131005 NaN NaN 387253 570.374
si2_r01_m600.08 7 1 193227 88515 NaN NaN NaN 652.114
si2_r01_m600.04 7 1 52703 48931 NaN NaN 450203 359.808
si2_r01_m600.02 7 1 61788 63293 NaN NaN 864623 NaN
si2_r01_m600.00 7 1 39628 48040 NaN NaN 274226 16.4385
si2_r01_m600.07 7 1 22473 21180 NaN NaN NaN NaN
si2_r01_m600.03 7 1 34007 31051 NaN NaN 396467 38.5613
si2_r01_m600.05 7 1 31277 29248 NaN NaN NaN NaN
si4_m4Dr6_m256.01 6 1 4 4 004 1 0 0.000161886
si4_m4Dr6_m256.00 6 1 5 10 078 1 1 0.00125504
si4_m4Dr6_m256.05 6 1 5 5 029 1 3 0.01002
si4_m4Dr6_m256.08 6 1 5 5 052 1 1 0.000936985
si4_m4Dr6_m256.03 6 1 5 5 002 1 0 0.000252962
si4_m4Dr6_m256.06 6 1 5 5 028 1 0 0.000716925
si4_m4Dr6_m256.09 6 1 5 5 004 2 0 0.000159979
si4_m4Dr6_m256.07 6 1 5 6 094 1 5 0.0214841
si4_m4Dr6_m256.02 6 1 5 5 002 1 0 0.000319004
si4_m4Dr6_m256.04 6 1 5 5 089 1 1 0.00154305
si2_b03m_m400.02 4 1 6 5 003 3 0 0.000623941
si2_b03m_m400.00 4 1 7 6 003 1 0 0.00363588
si2_b03m_m400.01 4 1 4 4 007 2 0 0.07077
si2_b03m_m400.05 4 1 4 4 005 3 0 0.000164032
si2_b03m_m400.08 4 1 4 4 004 1 0 0.000566959
si2_b03m_m400.07 4 1 4 4 005 2 0 0.000499964
si2_b03m_m400.09 4 1 4 4 001 1 0 0.0114009
si2_b03m_m400.03 4 1 4 4 003 1 0 7.94203
si2_b03m_m400.04 4 1 4 4 006 2 0 0.000511885
si2_b03m_m400.06 4 1 4 4 007 1 0 364.514
si2_b03m_m200.05 4 1 1 1 003 0 0 0.000302076
si2_b03m_m200.03 4 1 1 1 001 0 0 9.70364e-05
si2_b03m_m200.00 4 1 1 1 002 0 0 0.00058794
si2_b03m_m200.08 4 1 1 1 000 0 0 0.000108004
si2_b03m_m200.06 4 1 1 1 001 0 0 0.000235796
si2_b03m_m200.02 4 1 1 1 001 0 0 0.00557208
si2_b03m_m200.09 4 1 1 2 000 1 0 0.000235081
si2_b03m_m200.04 4 1 1 1 001 0 0 0.000113964
si2_b03m_m200.01 4 1 2 1 002 0 0 0.202379
si2_b03m_m200.07 4 1 1 2 000 0 0 0.000146151
si4_r001_m200.04 7 1 3 2 023 NaN 1 0.000341892
si4_r001_m200.07 7 1 3 3 024 NaN 26 0.000994921
si4_r001_m200.00 7 1 2 3 019 45522 0 0.000200033
si4_r001_m200.01 7 1 2 2 024 1712 1 0.0143502
si4_r001_m200.03 7 1 3 3 030 NaN 1 0.000311136
si4_r001_m200.06 7 1 3 3 020 4034 0 0.000121117
si4_r001_m200.05 7 1 3 3 012 52190 0 0.000320911
si4_r001_m200.08 7 1 3 3 023 NaN 0 0.000192165
si4_r001_m200.09 7 1 3 3 078 NaN 439 0.0289309
si4_r001_m200.02 7 1 3 3 012 NaN 103 0.0057621
si2_m4D_m256.08 5 1 2 3 035 0 0 0.00120211
si2_m4D_m256.03 5 1 3 3 055 0 0 0.000152826
si2_m4D_m256.02 5 1 2 2 014 1 0 0.000257015
si2_m4D_m256.06 5 1 3 3 054 1 0 0.000451803
si2_m4D_m256.04 5 1 2 2 005 0 0 0.000151873
si2_m4D_m256.07 5 1 2 2 021 0 0 0.000324965
si2_m4D_m256.01 5 1 3 3 033 2 1 0.000101089
si2_m4D_m256.09 5 1 2 3 034 0 1 0.000473976
si2_m4D_m256.00 5 1 2 2 017 1 0 9.5129e-05
si2_m4D_m256.05 5 1 3 3 053 0 0 0.000166893
si6_r01_m400.04 7 1 346 448 NaN NaN 4336 17.5046
si6_r01_m400.08 7 1 672 715 204163 NaN 502 1.40996
si6_r01_m400.07 7 1 256 245 347887 NaN 6853 18.851
si6_r01_m400.06 7 1 411 321 303611 NaN 2077 9.03396
si6_r01_m400.05 7 1 272 645 NaN NaN 26178 18.9432
si6_r01_m400.02 7 1 265 277 824550 NaN 19226 55.0188
si6_r01_m400.00 7 1 409 325 626308 NaN 11839 5.63622
si6_r01_m400.03 7 1 911 725 512176 NaN 6037 49.8447
si6_r01_m400.01 7 1 731 744 184434 NaN 15819 45.052
si6_r01_m400.09 7 1 1466 2040 326548 NaN 35524 26.0896
si2_m4Dr4_m625.07 6 1 17 16 098 10 23 0.012954
si2_m4Dr4_m625.02 6 1 15 15 008 5 0 0.000236988
si2_m4Dr4_m625.03 6 1 23 17 011 5 0 0.00022006
si2_m4Dr4_m625.00 6 1 14 14 012 5 0 0.000200033
si2_m4Dr4_m625.05 6 1 15 15 013 5 0 0.000175953
si2_m4Dr4_m625.06 6 1 16 16 274 9 1 0.00218987
si2_m4Dr4_m625.09 6 1 176 150 1158 5 11 0.040446
si2_m4Dr4_m625.01 6 1 16 16 145 7 1 0.00292802
si2_m4Dr4_m625.08 6 1 53 25 818 5 25 0.0183949
si2_m4Dr4_m625.04 6 1 18 22 263 6 49 0.0429478
si4_r01_m400.01 7 1 401 565 920593 NaN 49077 66.2238
si4_r01_m400.08 7 1 155 161 962378 NaN 66175 29.8584
si4_r01_m400.02 7 1 388 712 NaN NaN 528852 80.1934
si4_r01_m400.03 7 1 1078 991 NaN NaN 21017 18.8137
si4_r01_m400.07 7 1 331 135 NaN NaN 157176 31.5021
si4_r01_m400.06 7 1 167 155 NaN NaN 26906 25.2534
si4_r01_m400.04 7 1 8867 2495 NaN NaN 75066 20.9206
si4_r01_m400.00 7 1 4965 6912 NaN NaN 270240 102.472
si4_r01_m400.05 7 1 822 706 416532 NaN 3653 10.7032
si4_r01_m400.09 7 1 4426 5200 625372 NaN 8935 7.9408
si2_b09m_m400.09 4 1 7 7 004 2 0 0.00022912
si2_b09m_m400.03 4 1 14 9 006 2 0 0.00019908
si2_b09m_m400.01 4 1 8 8 003 2 0 0.000261068
si2_b09m_m400.08 4 1 13 15 002 4 0 0.020036
si2_b09m_m400.05 4 1 9 9 002 3 0 0.000271082
si2_b09m_m400.06 4 1 8 8 001 2 0 0.00067997
si2_b09m_m400.00 4 1 8 8 004 5 0 0.000207901
si2_b09m_m400.02 4 1 8 8 005 3 0 0.00022006
si2_b09m_m400.04 4 1 8 8 003 5 0 0.000212908
si2_b09m_m400.07 4 1 8 8 006 2 0 0.000215054
si2_b09_m800.07 3 1 43 61 1568 9 0 0.000424147
si2_b09_m800.04 3 1 43 43 1530 9 0 0.00058794
si2_b09_m800.05 3 1 43 44 1531 9 0 0.000299931
si2_b09_m800.00 3 1 57 54 1578 16 0 0.000272989
si2_b09_m800.02 3 1 43 44 1536 18 0 0.000519037
si2_b09_m800.01 3 1 60 45 1571 16 0 0.000360012
si2_b09_m800.08 3 1 58 50 1527 9 0 0.000345945
si2_b09_m800.09 3 1 43 50 1542 9 0 0.000750065
si2_b09_m800.03 3 1 44 43 1572 13 0 0.00028801
si2_b09_m800.06 3 1 43 43 1574 9 0 0.000355005
si6_b03_m400.04 3 1 22 23 372 1 0 0.00028801
si6_b03_m400.09 3 1 16 16 367 1 0 0.000151157
si6_b03_m400.02 3 1 16 16 399 1 0 0.000157118
si6_b03_m400.06 3 1 16 16 369 3 0 0.000157118
si6_b03_m400.05 3 1 16 16 409 1 0 0.000147104
si6_b03_m400.08 3 1 16 16 399 2 0 0.000145912
si6_b03_m400.01 3 1 20 16 413 2 0 0.000149965
si6_b03_m400.07 3 1 16 16 367 3 0 0.000270128
si6_b03_m400.03 3 1 16 22 404 1 0 0.000149012
si6_b03_m400.00 3 1 24 19 369 3 0 0.000313044
si2_r005_m600.03 7 1 1883 1535 975000 NaN 2672 1.79558
si2_r005_m600.00 7 1 31406 30135 NaN NaN 75598 24.7452
si2_r005_m600.06 7 1 3196 3658 NaN NaN 40141 3.9774
si2_r005_m600.01 7 1 22084 24363 214449 NaN 10889 0.605001
si2_r005_m600.04 7 1 2140 1661 NaN NaN 18105 19.2418
si2_r005_m600.09 7 1 474 540 527879 NaN 59441 2.67596
si2_r005_m600.05 7 1 24899 25965 NaN NaN 3857 3.98349
si2_r005_m600.02 7 1 6397 7455 NaN NaN 62682 11.8869
si2_r005_m600.08 7 1 4379 3745 NaN NaN 53934 26.7296
si2_r005_m600.07 7 1 3342 3095 NaN NaN 13421 12.7896
si4_r01_m600.05 7 1 2327 2399 NaN NaN 200005 NaN
si4_r01_m600.02 7 1 5321 3870 NaN NaN 42302 235.351
si4_r01_m600.03 7 1 14643 13415 NaN NaN 303672 NaN
si4_r01_m600.07 7 1 5369 5059 NaN NaN 569518 250.167
si4_r01_m600.08 7 1 7473 10337 NaN NaN 529178 NaN
si4_r01_m600.06 7 1 18444 16474 NaN NaN 11265 14.587
si4_r01_m600.01 7 1 897 1049 NaN NaN NaN 897.514
si4_r01_m600.04 7 1 925 637 NaN NaN 37524 89.9565
si4_r01_m600.00 7 1 543 558 NaN NaN NaN NaN
si4_r01_m600.09 7 1 19407 22736 NaN NaN 447814 189.61
si2_b09_m400.04 3 1 11 11 244 2 0 0.000239849
si2_b09_m400.08 3 1 11 11 212 2 0 0.000185966
si2_b09_m400.05 3 1 11 11 249 2 0 0.000252008
si2_b09_m400.01 3 1 11 11 254 5 0 0.000159025
si2_b09_m400.03 3 1 11 11 213 4 0 0.000407934
si2_b09_m400.02 3 1 18 11 250 4 0 0.000660181
si2_b09_m400.07 3 1 11 11 252 2 0 0.000305176
si2_b09_m400.09 3 1 16 11 212 2 0 0.000564814
si2_b09_m400.06 3 1 11 11 232 2 0 0.000192881
si2_b09_m400.00 3 1 16 12 212 2 0 0.000174999
si4_b06_m200.06 3 1 4 4 056 1 0 0.000398874
si4_b06_m200.03 3 1 4 4 039 0 0 0.000182152
si4_b06_m200.02 3 1 4 4 042 0 0 0.000106812
si4_b06_m200.07 3 1 4 4 037 0 0 0.000231028
si4_b06_m200.05 3 1 4 4 064 0 0 0.000105858
si4_b06_m200.08 3 1 8 4 055 1 0 0.000128031
si4_b06_m200.00 3 1 4 4 065 0 0 0.000118971
si4_b06_m200.04 3 1 4 4 064 0 0 0.000110149
si4_b06_m200.01 3 1 4 4 065 0 0 0.000111818
si4_b06_m200.09 3 1 4 4 039 0 0 0.000123024
si4_r005_m400.06 7 1 106 93 27598 NaN 490 0.169718
si4_r005_m400.03 7 1 115 101 14353 NaN 2051 0.3952
si4_r005_m400.07 7 1 190 208 28705 NaN 704 0.369566
si4_r005_m400.01 7 1 95 92 186760 NaN 431 0.603308
si4_r005_m400.04 7 1 277 263 47856 NaN 489 0.726325
si4_r005_m400.00 7 1 133 107 152390 NaN 1162 1.81877
si4_r005_m400.09 7 1 95 87 99609 NaN 1205 1.36587
si4_r005_m400.05 7 1 105 198 32460 NaN 573 0.416972
si4_r005_m400.08 7 1 81 83 221984 NaN 303 1.0944
si4_r005_m400.02 7 1 342 320 191520 NaN 10658 4.0863
si4_m4Dr2_m1296.07 6 1 118 115 083 27 1 0.000486135
si4_m4Dr2_m1296.00 6 1 122 123 102 35 1 0.000476837
si4_m4Dr2_m1296.05 6 1 147 128 093 41 1 0.000507832
si4_m4Dr2_m1296.04 6 1 117 118 106 30 1 0.000989914
si4_m4Dr2_m1296.08 6 1 175 148 1180 38 15 0.00956893
si4_m4Dr2_m1296.01 6 1 117 115 092 39 2 0.00178313
si4_m4Dr2_m1296.06 6 1 118 120 085 27 1 0.000538111
si4_m4Dr2_m1296.02 6 1 118 115 101 38 1 0.000890017
si4_m4Dr2_m1296.03 6 1 128 126 143 40 14 0.0649641
si4_m4Dr2_m1296.09 6 1 123 124 162 27 1 0.000494957
si6_b09_m800.03 3 1 128 129 4831 11 1 0.00106311
si6_b09_m800.09 3 1 129 131 4769 11 1 0.00062108
si6_b09_m800.07 3 1 131 131 4810 15 1 0.000637054
si6_b09_m800.05 3 1 130 144 4829 17 1 0.000492096
si6_b09_m800.04 3 1 128 129 4754 16 1 0.00054884
si6_b09_m800.01 3 1 129 162 4805 16 1 0.000956059
si6_b09_m800.00 3 1 131 146 4802 11 1 0.00122213
si6_b09_m800.02 3 1 130 130 4855 11 1 0.000638008
si6_b09_m800.06 3 1 158 143 4853 20 1 0.000625849
si6_b09_m800.08 3 1 129 130 4826 14 1 0.000535965
si6_b06m_m400.00 4 1 15 15 016 6 0 0.000283957
si6_b06m_m400.08 4 1 16 16 006 3 0 0.000301123
si6_b06m_m400.03 4 1 15 15 013 3 0 0.000902891
si6_b06m_m400.04 4 1 27 15 009 6 0 0.000255108
si6_b06m_m400.06 4 1 15 15 016 3 1 0.000230074
si6_b06m_m400.07 4 1 15 15 015 4 0 0.000267982
si6_b06m_m400.09 4 1 15 15 011 3 1 0.000433207
si6_b06m_m400.02 4 1 16 16 012 3 0 0.00078392
si6_b06m_m400.01 4 1 15 22 014 3 0 0.000279188
si6_b06m_m400.05 4 1 16 16 008 4 0 0.000468969
si2_m4Dr4_m1296.08 6 1 66 101 1316 48 47 0.0567369
si2_m4Dr4_m1296.07 6 1 68 108 263 35 0 0.000964165
si2_m4Dr4_m1296.03 6 1 70 74 2541 52 171 0.050915
si2_m4Dr4_m1296.05 6 1 61 63 050 42 0 0.00033617
si2_m4Dr4_m1296.06 6 1 62 61 107 24 0 0.000333071
si2_m4Dr4_m1296.04 6 1 70 65 052 32 0 0.000604868
si2_m4Dr4_m1296.09 6 1 67 66 228 36 1 0.0030849
si2_m4Dr4_m1296.01 6 1 65 90 1324 31 0 0.00102997
si2_m4Dr4_m1296.00 6 1 64 66 458 28 1 0.00149202
si2_m4Dr4_m1296.02 6 1 82 88 1127 29 1 0.0012269
si6_m4Dr6_m1296.02 6 1 223 207 295 48 2 0.000761032
si6_m4Dr6_m1296.08 6 1 235 216 163 44 2 0.00134206
si6_m4Dr6_m1296.07 6 1 210 203 143 45 2 0.000666857
si6_m4Dr6_m1296.06 6 1 204 227 152 60 2 0.00115609
si6_m4Dr6_m1296.03 6 1 214 213 190 47 3 0.00099802
si6_m4Dr6_m1296.04 6 1 211 212 192 54 3 0.00130892
si6_m4Dr6_m1296.05 6 1 214 219 181 64 3 0.000846863
si6_m4Dr6_m1296.00 6 1 204 209 172 37 2 0.000689983
si6_m4Dr6_m1296.09 6 1 201 200 133 46 3 0.000735044
si6_m4Dr6_m1296.01 6 1 204 201 175 48 2 0.00107694
si4_m4Dr2_m256.00 6 1 4 4 044 1 0 0.000138044
si4_m4Dr2_m256.01 6 1 5 4 002 1 0 0.000138998
si4_m4Dr2_m256.05 6 1 5 4 005 1 0 0.000515938
si4_m4Dr2_m256.04 6 1 4 4 025 1 0 0.00032711
si4_m4Dr2_m256.08 6 1 4 4 001 1 0 0.000239134
si4_m4Dr2_m256.07 6 1 4 4 005 1 0 0.00268316
si4_m4Dr2_m256.06 6 1 5 4 003 1 0 0.000156879
si4_m4Dr2_m256.02 6 1 6 6 003 1 0 0.000141144
si4_m4Dr2_m256.09 6 1 6 4 027 1 0 0.000175953
si4_m4Dr2_m256.03 6 1 4 6 018 1 0 0.000238895
si4_b09m_m200.01 4 1 4 4 002 1 0 0.000274897
si4_b09m_m200.00 4 1 9 4 000 1 0 0.000139952
si4_b09m_m200.03 4 1 4 4 003 1 0 0.000176907
si4_b09m_m200.06 4 1 4 4 003 1 0 0.000198126
si4_b09m_m200.02 4 1 4 4 002 1 0 0.00014782
si4_b09m_m200.04 4 1 4 4 001 1 0 0.000415087
si4_b09m_m200.05 4 1 4 4 003 2 0 0.00013423
si4_b09m_m200.07 4 1 4 4 003 1 0 0.000143051
si4_b09m_m200.08 4 1 4 8 003 1 0 0.000169992
si4_b09m_m200.09 4 1 4 4 001 1 0 0.000294924
si4_m4Dr4_m625.07 6 1 30 30 127 13 1 0.000494957
si4_m4Dr4_m625.05 6 1 27 28 023 7 0 0.000261068
si4_m4Dr4_m625.01 6 1 27 27 033 8 0 0.00044179
si4_m4Dr4_m625.08 6 1 29 29 031 10 0 0.000918865
si4_m4Dr4_m625.09 6 1 47 48 030 6 1 0.000370979
si4_m4Dr4_m625.00 6 1 30 30 759 9 1 0.000674009
si4_m4Dr4_m625.04 6 1 29 28 028 12 0 0.000494003
si4_m4Dr4_m625.06 6 1 29 30 243 9 0 0.000291824
si4_m4Dr4_m625.03 6 1 29 37 034 12 1 0.000618935
si4_m4Dr4_m625.02 6 1 27 27 021 6 1 0.000356913
si4_m4Dr4_m1296.03 6 1 122 124 152 29 1 0.000740051
si4_m4Dr4_m1296.01 6 1 127 124 101 47 1 0.000746012
si4_m4Dr4_m1296.00 6 1 121 190 083 29 1 0.000518084
si4_m4Dr4_m1296.07 6 1 119 120 105 46 1 0.000653982
si4_m4Dr4_m1296.02 6 1 122 118 089 31 1 0.000478029
si4_m4Dr4_m1296.04 6 1 125 123 091 43 1 0.00118399
si4_m4Dr4_m1296.09 6 1 126 124 101 44 2 0.000972986
si4_m4Dr4_m1296.06 6 1 150 128 2051 29 14 0.034503
si4_m4Dr4_m1296.08 6 1 120 120 081 42 2 0.000835896
si4_m4Dr4_m1296.05 6 1 132 150 120 46 7 0.00988102
si2_r005_m400.05 7 1 652 494 9501 NaN 1236 0.591333
si2_r005_m400.06 7 1 531 578 651389 NaN 1153 1.0122
si2_r005_m400.08 7 1 149 175 99420 NaN 2360 0.616214
si2_r005_m400.02 7 1 4206 4196 NaN NaN 60368 90.554
si2_r005_m400.03 7 1 440 515 57033 NaN 110 0.0793312
si2_r005_m400.00 7 1 492 379 346693 NaN 689 0.715431
si2_r005_m400.07 7 1 1506 1753 NaN NaN 3703 8.71882
si2_r005_m400.09 7 1 82 116 40795 NaN 2410 6.22728
si2_r005_m400.04 7 1 239 427 457308 NaN 1610 1.60837
si2_r005_m400.01 7 1 61 68 46199 NaN 223 1.3258
si2_b06m_m400.03 4 1 10 6 003 3 0 0.000370026
si2_b06m_m400.06 4 1 6 6 004 2 0 0.000478983
si2_b06m_m400.05 4 1 6 6 002 2 0 0.000142813
si2_b06m_m400.01 4 1 6 6 001 4 0 0.000304222
si2_b06m_m400.00 4 1 6 6 007 2 0 0.000375986
si2_b06m_m400.08 4 1 5 5 003 3 0 0.000149012
si2_b06m_m400.07 4 1 6 6 001 2 0 0.000150919
si2_b06m_m400.09 4 1 6 8 004 4 0 0.000391006
si2_b06m_m400.04 4 1 6 6 006 2 0 0.000394106
si2_b06m_m400.02 4 1 7 6 005 4 0 0.000281096
si6_r005_m600.02 7 1 863 820 18847 NaN 647 0.682279
si6_r005_m600.08 7 1 616 1216 43666 NaN 706 4.64814
si6_r005_m600.03 7 1 668 740 67150 NaN 5447 2.20028
si6_r005_m600.05 7 1 670 802 21451 NaN 376 0.417724
si6_r005_m600.07 7 1 756 720 29747 NaN 1215 2.25177
si6_r005_m600.04 7 1 690 718 16472 NaN 1872 16.7824
si6_r005_m600.06 7 1 961 1635 17858 NaN 8549 14.7584
si6_r005_m600.01 7 1 1257 667 16071 NaN 66 1.2945
si6_r005_m600.09 7 1 612 826 96862 NaN 400 0.173889
si6_r005_m600.00 7 1 652 660 16932 NaN 558 2.11265
si6_r005_m200.02 7 1 19 18 344 95896 19 0.0518429
si6_r005_m200.08 7 1 18 18 247 NaN 45 0.0464649
si6_r005_m200.09 7 1 19 19 255 NaN 5 0.00546908
si6_r005_m200.05 7 1 18 17 331 NaN 85 0.023128
si6_r005_m200.03 7 1 18 18 511 NaN 8 0.0750489
si6_r005_m200.00 7 1 18 19 277 NaN 81 0.0154052
si6_r005_m200.04 7 1 18 18 277 NaN 13 0.010529
si6_r005_m200.07 7 1 18 18 248 NaN 5 0.0244749
si6_r005_m200.01 7 1 18 17 255 NaN 1 0.00354505
si6_r005_m200.06 7 1 17 26 280 NaN 0 0.00224686
si2_m4Dr6_m625.06 6 1 16 26 180 8 0 0.000607967
si2_m4Dr6_m625.08 6 1 16 15 066 5 0 0.000469923
si2_m4Dr6_m625.07 6 1 16 16 184 11 0 0.000334024
si2_m4Dr6_m625.03 6 1 17 17 140 9 1 0.00069809
si2_m4Dr6_m625.04 6 1 15 15 042 6 0 0.00116587
si2_m4Dr6_m625.05 6 1 16 16 010 5 0 0.000299931
si2_m4Dr6_m625.09 6 1 16 16 018 9 3 0.0679228
si2_m4Dr6_m625.01 6 1 16 16 059 5 2 0.000443935
si2_m4Dr6_m625.02 6 1 17 16 232 10 11 0.015511
si2_m4Dr6_m625.00 6 1 15 14 005 5 0 0.000193119
si6_b03_m800.02 3 1 75 75 2826 6 0 0.00053978
si6_b03_m800.04 3 1 75 77 2860 6 0 0.000420094
si6_b03_m800.03 3 1 98 75 2897 6 0 0.000261068
si6_b03_m800.05 3 1 92 95 2872 10 0 0.000324011
si6_b03_m800.06 3 1 76 76 3099 6 0 0.000253201
si6_b03_m800.01 3 1 104 100 2821 6 0 0.000310898
si6_b03_m800.00 3 1 74 75 2907 6 0 0.000257015
si6_b03_m800.07 3 1 75 75 2889 9 0 0.000541925
si6_b03_m800.09 3 1 94 88 2842 13 0 0.000262022
si6_b03_m800.08 3 1 94 112 2840 13 0 0.000428915
si4_m4D_m1296.09 5 1 106 107 1287 30 3 0.00489902
si4_m4D_m1296.06 5 1 176 109 1349 36 1 0.00128484
si4_m4D_m1296.05 5 1 108 110 1510 30 1 0.00305796
si4_m4D_m1296.00 5 1 11491 570 9663 NaN 5162 244.219
si4_m4D_m1296.03 5 1 276 167 18908 NaN NaN 0.0573039
si4_m4D_m1296.04 5 1 121 120 1457 25 6 0.012862
si4_m4D_m1296.08 5 1 NaN 715 370119 NaN NaN 535.719
si4_m4D_m1296.02 5 1 194 155 15504 60906 24 0.019717
si4_m4D_m1296.01 5 1 143 108 1441 36 7 0.00949407
si4_m4D_m1296.07 5 1 109 106 1404 24 1 0.000923157
si6_b03m_m400.03 4 1 12 13 016 3 1 0.000211954
si6_b03m_m400.01 4 1 17 13 007 2 0 0.0310209
si6_b03m_m400.09 4 1 12 12 011 3 0 0.000196934
si6_b03m_m400.08 4 1 12 12 020 2 0 0.00734687
si6_b03m_m400.07 4 1 12 20 007 4 1 0.000211954
si6_b03m_m400.02 4 1 12 12 017 2 3 0.0003829
si6_b03m_m400.05 4 1 12 12 010 2 0 0.000193119
si6_b03m_m400.00 4 1 12 12 017 2 34 0.256807
si6_b03m_m400.06 4 1 12 12 005 4 32 0.00041914
si6_b03m_m400.04 4 1 12 12 010 4 92 0.000392199
si4_m4D_m256.07 5 1 4 4 041 1 0 0.00012207
si4_m4D_m256.06 5 1 4 4 023 1 0 0.000180006
si4_m4D_m256.05 5 1 4 4 029 2 0 0.000327826
si4_m4D_m256.08 5 1 4 4 059 2 1 0.000831842
si4_m4D_m256.04 5 1 4 4 040 1 1 0.000914097
si4_m4D_m256.09 5 1 4 4 050 1 2 0.00129986
si4_m4D_m256.02 5 1 4 5 049 1 0 0.000225067
si4_m4D_m256.00 5 1 4 4 040 1 2 0.000545025
si4_m4D_m256.03 5 1 4 4 049 1 0 0.000138998
si4_m4D_m256.01 5 1 4 4 039 1 1 0.00151801
si6_b06m_m800.07 4 1 87 69 047 15 1 0.00119305
si6_b06m_m800.04 4 1 67 67 044 14 1 0.00130296
si6_b06m_m800.01 4 1 67 82 057 12 1 0.000603199
si6_b06m_m800.00 4 1 70 68 034 19 1 0.00149918
si6_b06m_m800.05 4 1 90 69 035 12 2 0.000681877
si6_b06m_m800.08 4 1 95 68 038 17 1 0.000446796
si6_b06m_m800.09 4 1 95 68 059 25 2 0.000470161
si6_b06m_m800.02 4 1 69 67 059 17 1 0.000748873
si6_b06m_m800.03 4 1 66 66 062 12 1 0.00136209
si6_b06m_m800.06 4 1 96 69 034 15 2 0.00070715
si4_r001_m400.08 7 1 17 34 636 NaN 92 0.0155411
si4_r001_m400.06 7 1 15 15 355 NaN 4 0.00507283
si4_r001_m400.02 7 1 15 15 461 NaN 4 0.00171804
si4_r001_m400.00 7 1 16 17 1057 NaN 1 0.000560045
si4_r001_m400.04 7 1 35 16 499 NaN 574 0.010262
si4_r001_m400.03 7 1 16 15 350 NaN 32 0.0318739
si4_r001_m400.09 7 1 15 24 379 NaN 2 0.00294805
si4_r001_m400.05 7 1 18 21 5611 NaN 271 0.0479281
si4_r001_m400.01 7 1 14 15 335 NaN 71 0.00481319
si4_r001_m400.07 7 1 34 35 749 NaN 41 0.00557709
si2_m4Dr6_m1296.00 6 1 68 68 948 30 0 0.000509024
si2_m4Dr6_m1296.01 6 1 66 68 068 34 0 0.000941038
si2_m4Dr6_m1296.09 6 1 86 73 065 27 0 0.000797987
si2_m4Dr6_m1296.06 6 1 65 64 227 40 1 0.000667095
si2_m4Dr6_m1296.03 6 1 66 65 034 35 0 0.00069809
si2_m4Dr6_m1296.02 6 1 69 68 046 36 0 0.000580072
si2_m4Dr6_m1296.05 6 1 63 109 870 25 0 0.000643015
si2_m4Dr6_m1296.08 6 1 67 69 063 25 1 0.00082612
si2_m4Dr6_m1296.04 6 1 69 69 1500 35 3 0.0190561
si2_m4Dr6_m1296.07 6 1 71 67 091 25 4 0.00253296
si2_b03_m800.07 3 1 24 23 881 5 0 0.000292063
si2_b03_m800.08 3 1 24 23 878 4 0 0.000164032
si2_b03_m800.04 3 1 23 23 920 4 0 0.000252962
si2_b03_m800.05 3 1 23 24 916 4 0 0.000136852
si2_b03_m800.09 3 1 23 23 892 4 0 0.000173092
si2_b03_m800.00 3 1 23 23 885 6 0 0.000291109
si2_b03_m800.02 3 1 23 24 945 8 0 0.000145912
si2_b03_m800.03 3 1 24 23 882 4 0 0.000179052
si2_b03_m800.01 3 1 23 23 921 6 0 0.000155926
si2_b03_m800.06 3 1 23 23 913 4 0 0.000145912
si4_b03m_m200.05 4 1 2 2 002 0 0 0.000106096
si4_b03m_m200.02 4 1 2 2 000 0 0 0.000119925
si4_b03m_m200.04 4 1 2 2 001 0 0 0.000108957
si4_b03m_m200.07 4 1 2 3 001 0 0 0.000211
si4_b03m_m200.00 4 1 2 2 003 0 0 0.000257969
si4_b03m_m200.06 4 1 2 2 002 0 0 0.00432706
si4_b03m_m200.03 4 1 2 2 004 0 0 0.000163078
si4_b03m_m200.09 4 1 2 2 001 1 0 0.000207901
si4_b03m_m200.08 4 1 2 2 002 1 0 0.000115871
si4_b03m_m200.01 4 1 2 2 001 1 0 0.000151873
si2_b06m_m200.04 4 1 2 2 002 1 0 0.000192165
si2_b06m_m200.03 4 1 2 2 001 1 0 9.20296e-05
si2_b06m_m200.08 4 1 2 2 004 1 0 0.000100851
si2_b06m_m200.06 4 1 2 2 004 1 0 0.000201941
si2_b06m_m200.05 4 1 1 1 001 0 0 9.799e-05
si2_b06m_m200.02 4 1 2 2 001 1 0 9.29832e-05
si2_b06m_m200.00 4 1 2 2 001 1 0 0.000188828
si2_b06m_m200.01 4 1 2 2 000 0 0 0.000115871
si2_b06m_m200.09 4 1 2 2 002 1 0 0.000206947
si2_b06m_m200.07 4 1 2 1 002 0 0 0.000112057
si6_m4Dr4_m625.05 6 1 45 45 023 9 1 0.000590801
si6_m4Dr4_m625.09 6 1 45 47 022 8 0 0.000627995
si6_m4Dr4_m625.04 6 1 62 43 021 10 0 0.00037694
si6_m4Dr4_m625.00 6 1 47 47 046 13 1 0.000459909
si6_m4Dr4_m625.08 6 1 44 45 021 15 1 0.000322819
si6_m4Dr4_m625.06 6 1 43 42 035 11 1 0.000806093
si6_m4Dr4_m625.01 6 1 47 46 103 10 1 0.00369501
si6_m4Dr4_m625.03 6 1 47 46 126 13 1 0.000712872
si6_m4Dr4_m625.07 6 1 47 48 223 15 1 0.000705004
